id,姓名,加入時間,班級
2414,李淑惠,2021-11-24 09:36:32.303492,12月班
2415,蘇欣怡,2021-11-29 09:09:01.592250,12月班
2416,劉承翰,2021-11-28 05:50:48.000698,12月班
2417,潘佳樺,2021-11-29 01:57:00.105250,12月班
2418,顏鈺婷,2021-11-30 07:15:20.641362,12月班
2419,李靜怡,2021-11-28 14:17:57.603990,12月班
2420,李淑娟,2021-11-27 20:57:43.142274,12月班
2421,張宜庭,2021-11-30 00:13:26.766297,12月班
2422,田宜庭,2021-11-27 10:57:47.024812,12月班
2423,張鈺婷,2021-11-28 15:41:43.966114,12月班
2424,楊怡伶,2021-11-27 11:53:56.568501,12月班
2425,李哲瑋,2021-11-19 18:01:37.551385,12月班
2426,伍馨儀,2021-11-29 14:22:27.130463,12月班
2427,梁冠宇,2021-11-26 20:15:45.536953,12月班
2428,章郁婷,2021-11-21 13:08:06.887694,12月班
2429,徐惠如,2021-11-28 10:24:19.915656,12月班
2430,孫淑玲,2021-11-22 05:02:48.255376,12月班
2431,陳雅惠,2021-11-24 02:28:02.546165,12月班
2432,陳沖,2021-11-27 07:14:32.797147,12月班
2433,武建宏,2021-11-30 04:06:04.591168,12月班
2434,何庭瑋,2021-11-25 10:44:35.287136,12月班
2435,陳怡婷,2021-11-30 16:26:35.401150,12月班
2436,李雅雯,2021-11-26 16:43:10.748233,12月班
2437,林怡如,2021-11-21 07:44:20.765804,12月班
2438,馬佩君,2021-11-26 19:05:45.780884,12月班
2439,唐雅雯,2021-11-27 19:17:34.715693,12月班
2440,鄭佳樺,2021-11-24 02:28:20.038399,12月班
2441,趙怡萱,2021-11-26 06:47:42.076501,12月班
2442,張惠雯,2021-11-30 10:18:39.351413,12月班
2443,馬雅玲,2021-11-30 04:08:35.627666,12月班
2444,馬宇軒,2021-11-29 20:42:44.318046,12月班
2445,韓淑娟,2021-11-24 10:27:51.738620,12月班
2446,王柏翰,2021-11-29 11:17:12.271778,12月班
2447,陳冠宇,2021-11-25 17:55:45.296516,12月班
2448,吳思穎,2021-11-27 17:07:56.666632,12月班
2449,劉怡伶,2021-11-27 10:06:40.430266,12月班
2450,朱中山,2021-11-30 13:17:50.748185,12月班
2451,張雅惠,2021-11-22 14:26:22.415238,12月班
2452,王淑華,2021-11-26 15:58:15.034838,12月班
2453,關沖,2021-11-30 13:34:50.268919,12月班
2454,劉志豪,2021-11-26 02:49:41.635177,12月班
2455,張雅筑,2021-11-30 14:54:40.542077,12月班
2456,侯靜怡,2021-11-28 10:10:12.097583,12月班
2457,鐘思穎,2021-11-28 06:10:34.730724,12月班
2458,徐婉婷,2021-11-30 04:28:46.814339,12月班
2459,劉信宏,2021-11-27 16:54:30.050541,12月班
2460,楊宜庭,2021-11-28 07:54:00.755601,12月班
2461,石冠廷,2021-11-26 16:33:32.990405,12月班
2462,劉雅惠,2021-11-28 12:05:51.649682,12月班
2463,李怡君,2021-11-30 12:12:14.365162,12月班
2464,萬靜怡,2021-11-19 15:03:43.104727,12月班
2465,李建宏,2021-11-24 19:28:17.797933,12月班
2466,汪怡君,2021-11-25 01:57:33.512196,12月班
2467,蓋龍,2021-11-19 18:48:00.297184,12月班
2468,崔雅芳,2021-11-29 20:17:47.464015,12月班
2469,谷彥廷,2021-11-28 05:55:15.809032,12月班
2470,蕭雅芳,2021-11-28 16:02:03.095169,12月班
2471,魏家瑜,2021-11-29 00:08:02.219324,12月班
2472,孟惠婷,2021-11-23 17:26:16.762759,12月班
2473,劉雅芳,2021-11-29 08:41:35.849201,12月班
2474,常龍,2021-11-27 16:31:53.958489,12月班
2475,李宜君,2021-11-25 16:00:13.425247,12月班
2476,梅怡如,2021-11-29 19:23:28.521067,12月班
2477,劉詩涵,2021-11-28 13:06:01.401551,12月班
2478,易雅雯,2021-11-28 06:00:08.371493,12月班
2479,陳志宏,2021-11-25 23:20:27.108900,12月班
2480,張威廷,2021-11-30 16:58:54.513289,12月班
2481,徐鈺婷,2021-11-29 11:44:10.696025,12月班
2482,時俊傑,2021-11-27 07:11:43.390347,12月班
2483,鄧雅婷,2021-11-30 20:56:04.677071,12月班
2484,樊筱涵,2021-11-25 22:36:39.185846,12月班
2485,張雅涵,2021-11-30 12:11:23.132147,12月班
2486,王心怡,2021-11-29 15:02:00.123690,12月班
2487,劉雅婷,2021-11-27 17:48:36.527590,12月班
2488,遊怡伶,2021-11-30 19:43:50.039206,12月班
2489,吉宜庭,2021-11-27 10:16:03.809666,12月班
2490,楊家銘,2021-11-26 17:46:58.599429,12月班
2491,宿雅惠,2021-11-30 01:16:55.550286,12月班
2492,林沖,2021-11-26 18:45:26.050406,12月班
2493,李淑華,2021-11-29 22:25:42.323684,12月班
2494,田俊宏,2021-11-29 11:56:05.301188,12月班
2495,趙宜庭,2021-11-22 03:07:23.999477,12月班
2496,陽信宏,2021-11-26 04:19:30.810962,12月班
2497,徐沖,2021-11-21 22:39:05.013068,12月班
2498,余龍,2021-11-28 16:13:57.151316,12月班
2499,胡威廷,2021-11-25 11:25:07.796106,12月班
2500,吳美琪,2021-11-28 07:06:04.129911,12月班
2501,李雅婷,2021-11-21 21:51:52.989423,12月班
2502,徐雅婷,2021-11-24 14:24:30.689011,12月班
2503,楊馨儀,2021-11-29 22:24:52.495053,12月班
2504,金中山,2021-11-29 16:00:50.475756,12月班
2505,李淑娟,2021-11-28 19:53:48.524323,12月班
2506,高怡如,2021-11-25 21:16:04.284878,12月班
2507,陳怡如,2021-11-29 10:55:33.327535,12月班
2508,馮詩涵,2021-11-29 17:07:33.078681,12月班
2509,許佩珊,2021-11-29 03:17:36.628210,12月班
2510,嶽美琪,2021-11-26 00:34:31.885436,12月班
2511,胡淑芬,2021-11-29 01:55:31.879408,12月班
2512,唐怡安,2021-11-29 12:34:26.827701,12月班
2513,楊雅文,2021-11-29 03:55:56.899127,12月班
2514,趙雅芳,2021-11-29 02:58:36.712861,12月班
2515,時彥廷,2021-11-29 02:42:13.999080,12月班
2516,陳瑋婷,2021-11-30 12:55:11.461440,12月班
2517,覃琬婷,2021-11-26 19:07:08.996678,12月班
2518,周雅婷,2021-11-30 02:22:53.553886,12月班
2519,高庭瑋,2021-11-25 17:53:50.406095,12月班
2520,郭雅雯,2021-11-21 15:15:09.325667,12月班
2521,馮庭瑋,2021-11-27 12:39:24.214718,12月班
2522,邢家瑋,2021-11-29 22:08:34.352978,12月班
2523,苗淑華,2021-11-21 00:18:31.486374,12月班
2524,王俊傑,2021-11-28 05:35:22.534600,12月班
2525,易筱涵,2021-11-25 12:44:38.210692,12月班
2526,劉志偉,2021-11-25 04:06:02.330972,12月班
2527,王雅惠,2021-11-18 15:34:52.242000,12月班
2528,楊哲瑋,2021-11-28 19:10:47.335245,12月班
2529,林惠如,2021-11-30 13:31:47.153880,12月班
2530,陳家銘,2021-11-25 14:56:05.955395,12月班
2531,黃佳樺,2021-11-28 15:16:32.972248,12月班
2532,韓怡如,2021-11-29 17:18:57.273395,12月班
2533,黃宜君,2021-11-29 16:42:15.644745,12月班
2534,趙威廷,2021-11-30 23:47:27.137975,12月班
2535,陳欣怡,2021-11-29 19:53:31.918707,12月班
2536,王詩涵,2021-11-30 22:10:23.530376,12月班
2537,鄒家豪,2021-11-28 18:59:35.799383,12月班
2538,鄧雅婷,2021-11-27 07:33:16.474689,12月班
2539,楊淑慧,2021-11-25 00:22:54.883492,12月班
2540,劉飛,2021-11-25 19:02:52.400518,12月班
2541,李彥廷,2021-11-29 14:58:24.912147,12月班
2542,王俊傑,2021-11-24 23:27:11.473706,12月班
2543,彭雅琪,2021-11-26 20:36:50.348982,12月班
2544,王怡如,2021-11-28 05:43:33.643524,12月班
2545,周傑克,2021-11-27 09:38:15.429780,12月班
2546,陳中山,2021-11-27 19:06:58.536579,12月班
2547,周雅涵,2021-11-26 10:34:10.447453,12月班
2548,陳宗翰,2021-11-27 23:21:44.779669,12月班
2549,莊佳慧,2021-11-29 21:42:08.279524,12月班
2550,楊龍,2021-11-27 06:55:57.964987,12月班
2551,李佩珊,2021-11-22 08:38:59.431699,12月班
2552,賈靜宜,2021-11-28 09:09:12.117612,12月班
2553,成瑋婷,2021-11-28 14:39:17.309551,12月班
2554,傅瑋婷,2021-11-30 05:16:08.429832,12月班
2555,王家瑜,2021-11-25 21:17:20.650077,12月班
2556,毛佳蓉,2021-11-21 15:24:09.097662,12月班
2557,林惠婷,2021-11-28 09:09:39.390706,12月班
2558,李淑芬,2021-11-26 18:20:54.245879,12月班
2559,孫彥廷,2021-11-28 14:23:29.585764,12月班
2560,李心怡,2021-11-25 10:14:04.290263,12月班
2561,呂懿,2021-11-24 18:45:58.172455,12月班
2562,鐘雅雯,2021-11-30 02:05:05.509451,12月班
2563,錢琬婷,2021-11-27 11:52:30.569603,12月班
2564,婁琬婷,2021-11-28 06:17:42.515020,12月班
2565,胡冠宇,2021-11-24 19:42:30.267812,12月班
2566,田雅玲,2021-11-21 03:46:33.343800,12月班
2567,王郁婷,2021-11-24 19:03:19.920688,12月班
2568,江雅琪,2021-11-21 05:01:01.421355,12月班
2569,李傑克,2021-11-29 09:58:38.041703,12月班
2570,陳美玲,2021-11-26 10:39:40.250459,12月班
2571,程家瑋,2021-11-26 19:42:29.063890,12月班
2572,鞠雅琪,2021-11-28 22:32:56.002016,12月班
2573,蘇怡君,2021-11-29 12:02:19.985637,12月班
2574,周志偉,2021-11-29 00:03:46.491941,12月班
2575,車淑娟,2021-11-21 05:12:22.905722,12月班
2576,吳美琪,2021-11-28 05:15:15.588005,12月班
2577,張詩涵,2021-11-26 22:44:03.806521,12月班
2578,謝雅婷,2021-11-26 17:43:06.638849,12月班
2579,劉瑋婷,2021-11-29 22:22:44.037578,12月班
2580,呂宗翰,2021-11-25 12:10:19.378799,12月班
2581,蔡佩珊,2021-11-30 07:47:39.824324,12月班
2582,張沖,2021-11-29 15:54:53.426960,12月班
2583,楊龍,2021-11-26 17:30:32.571695,12月班
2584,何依婷,2021-11-27 12:28:56.181904,12月班
2585,張淑貞,2021-11-30 01:19:47.497516,12月班
2586,張志偉,2021-11-30 21:53:08.451457,12月班
2587,周雅萍,2021-11-20 21:47:49.149455,12月班
2588,洪柏翰,2021-11-27 14:55:10.136153,12月班
2589,羅佳穎,2021-11-27 01:06:27.251038,12月班
2590,楊馨儀,2021-11-27 08:17:31.767120,12月班
2591,閻鈺婷,2021-11-21 11:22:11.049332,12月班
2592,王淑娟,2021-11-26 23:29:17.961719,12月班
2593,王惠雯,2021-11-28 20:20:32.981535,12月班
2594,孫雅筑,2021-11-22 17:51:31.392740,12月班
2595,烏詩涵,2021-11-28 08:29:00.547063,12月班
2596,葉靜怡,2021-11-29 09:06:17.650330,12月班
2597,劉心怡,2021-11-27 12:36:46.659074,12月班
2598,唐婉婷,2021-11-27 02:17:05.926451,12月班
2599,胡詩涵,2021-11-30 20:07:08.641453,12月班
2600,楊婉婷,2021-11-27 19:01:30.836940,12月班
2601,劉慧君,2021-11-25 08:10:00.815269,12月班
2602,汪志豪,2021-11-19 07:24:10.236192,12月班
2603,曾惠如,2021-11-30 04:23:48.054434,12月班
2604,李詩涵,2021-11-24 03:52:13.959626,12月班
2605,蔡瑋婷,2021-11-28 09:36:21.927005,12月班
2606,李淑華,2021-11-29 05:53:49.512924,12月班
2607,陰家瑜,2021-11-25 16:26:18.651050,12月班
2608,宋怡婷,2021-11-25 19:25:29.342006,12月班
2609,鐘志偉,2021-11-29 22:20:25.572602,12月班
2610,薛怡伶,2021-11-27 18:36:04.003925,12月班
2611,吳惠婷,2021-11-29 07:59:58.354123,12月班
2612,龐惠婷,2021-11-30 01:06:26.151414,12月班
2613,岑鈺婷,2021-11-26 02:58:59.655637,12月班
2614,黃沖,2021-11-20 08:17:33.375287,12月班
2615,謝柏翰,2021-11-29 12:44:22.663527,12月班
2616,李淑慧,2021-11-25 18:40:48.627027,12月班
2617,蔡雅芳,2021-11-29 07:45:39.815725,12月班
2618,陳欣怡,2021-11-24 14:02:09.105157,12月班
2619,李俊賢,2021-11-28 12:44:14.813931,12月班
2620,陳依婷,2021-11-27 20:18:36.897498,12月班
2621,姜家豪,2021-11-26 21:18:25.151268,12月班
2622,敬俊宏,2021-11-28 11:44:44.843024,12月班
2623,劉宇軒,2021-11-21 11:38:24.363418,12月班
2624,朱傑克,2021-11-29 20:42:23.089031,12月班
2625,李美琪,2021-11-25 20:47:40.505092,12月班
2626,魏家銘,2021-11-24 21:57:01.618037,12月班
2627,王柏翰,2021-11-28 06:01:28.048500,12月班
2628,徐馨儀,2021-11-22 20:14:27.643791,12月班
2629,池中山,2021-11-29 12:28:09.756170,12月班
2630,李雅筑,2021-11-30 05:19:51.744028,12月班
2631,何筱涵,2021-11-22 08:51:57.794215,12月班
2632,孫淑娟,2021-11-23 23:21:46.420928,12月班
2633,劉靜宜,2021-11-27 02:29:03.028220,12月班
2634,吳慧君,2021-11-25 06:07:38.296930,12月班
2635,侯飛,2021-11-27 17:05:51.680045,12月班
2636,謝佳蓉,2021-11-26 15:11:05.978372,12月班
2637,黃雅婷,2021-11-26 18:29:53.402338,12月班
2638,賈建宏,2021-11-27 19:56:31.047334,12月班
2639,蔣柏翰,2021-11-30 20:56:03.642227,12月班
2640,王宗翰,2021-11-27 15:05:22.412039,12月班
2641,張沖,2021-11-30 02:46:32.593952,12月班
2642,王美玲,2021-11-30 08:22:07.255218,12月班
2643,藍家銘,2021-11-28 22:58:59.286563,12月班
2644,母雅雯,2021-11-30 21:55:07.137001,12月班
2645,胡欣怡,2021-11-29 12:02:52.778927,12月班
2646,向志宏,2021-11-25 23:39:42.595998,12月班
2647,謝惠雯,2021-11-25 17:47:49.177431,12月班
2648,唐宜君,2021-11-29 08:59:48.435412,12月班
2649,王傑克,2021-11-27 23:59:52.482326,12月班
2650,吳淑玲,2021-11-29 01:58:01.432397,12月班
2651,楊建宏,2021-11-29 08:03:54.746549,12月班
2652,賈惠如,2021-11-27 04:22:20.587421,12月班
2653,樓瑋婷,2021-11-24 17:31:48.505928,12月班
2654,楊雅芳,2021-11-26 07:22:59.231515,12月班
2655,徐雅婷,2021-11-25 15:30:29.607333,12月班
2656,袁怡安,2021-11-21 08:26:51.914653,12月班
2657,胡沖,2021-11-28 08:40:30.184494,12月班
2658,穆淑玲,2021-11-25 17:20:35.445375,12月班
2659,李佩君,2021-11-26 14:44:03.041640,12月班
2660,顧俊傑,2021-11-30 07:35:16.214791,12月班
2661,朱佳慧,2021-11-27 09:21:45.487893,12月班
2662,趙建宏,2021-11-23 12:09:26.232531,12月班
2663,王佳玲,2021-11-28 03:57:55.390411,12月班
2664,江雅萍,2021-11-26 13:43:15.155046,12月班
2665,蔔柏翰,2021-11-30 07:25:03.277395,12月班
2666,劉佳慧,2021-11-27 03:57:41.309597,12月班
2667,李怡如,2021-11-28 18:04:10.676925,12月班
2668,張美琪,2021-11-30 00:05:20.757314,12月班
2669,周怡如,2021-11-28 12:03:10.469229,12月班
2670,吳彥廷,2021-11-27 22:49:35.013308,12月班
2671,鐘龍,2021-11-25 17:11:03.682977,12月班
2672,鄒家瑜,2021-11-22 12:37:36.971555,12月班
2673,鄭淑慧,2021-11-27 03:02:21.356428,12月班
2674,潘嘉玲,2021-11-30 23:14:15.929796,12月班
2675,葉懿,2021-11-24 02:23:01.264207,12月班
2676,吳惠雯,2021-11-30 16:26:14.273453,12月班
2677,王宜庭,2021-11-23 17:09:23.468337,12月班
2678,喻佳玲,2021-11-26 19:10:28.924116,12月班
2679,郭淑華,2021-11-28 15:48:02.959656,12月班
2680,曾雅琪,2021-11-25 05:42:20.523757,12月班
2681,蔣雅文,2021-11-29 04:37:42.326562,12月班
2682,王淑華,2021-11-27 00:37:03.451728,12月班
2683,譚宜庭,2021-11-28 10:35:32.074134,12月班
2684,馮筱涵,2021-11-29 23:48:06.708375,12月班
2685,王詩涵,2021-11-25 14:11:48.935639,12月班
2686,鄔惠婷,2021-11-30 23:59:55.812097,12月班
2687,李雅文,2021-11-22 16:44:32.508398,12月班
2688,葉婉婷,2021-11-28 08:08:12.447570,12月班
2689,彭沖,2021-11-25 09:18:32.983326,12月班
2690,韓怡君,2021-11-28 00:47:26.013341,12月班
2691,許佳蓉,2021-11-30 21:23:00.930988,12月班
2692,張威廷,2021-11-28 10:05:41.632643,12月班
2693,王冠宇,2021-11-23 23:23:04.915746,12月班
2694,何怡如,2021-11-29 16:47:03.116275,12月班
2695,尤淑玲,2021-11-30 13:50:34.699362,12月班
2696,崔庭瑋,2021-11-21 22:41:09.276845,12月班
2697,梁心怡,2021-11-28 15:59:46.144408,12月班
2698,姚雅慧,2021-11-28 14:49:39.809279,12月班
2699,洪宗翰,2021-11-23 08:15:40.344605,12月班
2700,伍淑慧,2021-11-23 15:18:56.486233,12月班
2701,姚俊賢,2021-11-21 06:55:22.378010,12月班
2702,黃怡安,2021-11-29 04:42:41.577691,12月班
2703,張淑惠,2021-11-24 05:28:54.084480,12月班
2704,沈淑芬,2021-11-27 21:06:02.367948,12月班
2705,王庭瑋,2021-11-26 02:07:19.823492,12月班
2706,陳懿,2021-11-29 21:04:42.785234,12月班
2707,吳飛,2021-11-25 15:29:10.350858,12月班
2708,張佳樺,2021-11-20 18:31:51.874767,12月班
2709,劉信宏,2021-11-19 12:31:53.112281,12月班
2710,李郁雯,2021-11-28 05:00:44.445202,12月班
2711,余詩涵,2021-11-23 18:50:27.164157,12月班
2712,何惠雯,2021-11-29 22:17:19.653524,12月班
2713,馮郁婷,2021-11-22 14:33:27.043363,12月班
2714,張宜庭,2021-11-26 12:10:03.994335,12月班
2715,黃筱涵,2021-11-25 05:36:32.580639,12月班
2716,程雅雯,2021-11-30 17:41:25.245421,12月班
2717,徐雅婷,2021-11-26 09:23:44.385449,12月班
2718,馬佩珊,2021-11-25 13:55:56.917033,12月班
2719,蘇佳玲,2021-11-28 14:43:57.544642,12月班
2720,段靜怡,2021-11-24 14:14:46.816754,12月班
2721,蘆彥廷,2021-11-30 04:07:40.626773,12月班
2722,王佳穎,2021-11-23 09:00:00.556342,12月班
2723,湯宇軒,2021-11-29 19:37:13.982270,12月班
2724,陳靜怡,2021-11-24 10:56:01.938450,12月班
2725,馮淑芬,2021-11-26 02:17:56.788271,12月班
2726,曾雅惠,2021-11-27 10:48:08.247624,12月班
2727,劉雅雯,2021-11-25 23:27:57.316512,12月班
2728,周威廷,2021-11-26 11:51:12.752271,12月班
2729,段思穎,2021-11-25 09:43:16.565567,12月班
2730,李心怡,2021-11-26 22:43:35.120492,12月班
2731,曹佳玲,2021-11-27 13:38:51.422919,12月班
2732,趙思穎,2021-11-29 04:53:42.811232,12月班
2733,丁佳穎,2021-11-28 13:15:15.353411,12月班
2734,叢龍,2021-11-25 00:30:35.561388,12月班
2735,李建宏,2021-11-27 04:21:00.938952,12月班
2736,朱冠廷,2021-11-26 05:03:39.097449,12月班
2737,任美琪,2021-11-27 18:11:35.468551,12月班
2738,翟靜宜,2021-11-18 05:04:53.891738,12月班
2739,黃俊宏,2021-11-28 15:18:59.584667,12月班
2740,張宇軒,2021-11-27 04:33:48.337907,12月班
2741,孫佳玲,2021-11-26 11:34:26.100790,12月班
2742,蔣家瑜,2021-11-27 08:58:10.190001,12月班
2743,李雅惠,2021-11-28 16:02:13.578311,12月班
2744,楊雅玲,2021-11-30 23:08:23.960364,12月班
2745,熊家豪,2021-11-24 23:08:04.653237,12月班
2746,陳冠廷,2021-11-26 00:29:27.946975,12月班
2747,方懿,2021-11-28 23:49:30.949346,12月班
2748,趙慧君,2021-11-29 08:13:02.250236,12月班
2749,宋龍,2021-11-29 07:57:19.996177,12月班
2750,劉冠霖,2021-11-24 01:24:09.606888,12月班
2751,倪彥廷,2021-11-19 03:07:05.503785,12月班
2752,周思穎,2021-11-26 11:25:48.371440,12月班
2753,來怡萱,2021-11-26 23:57:08.234906,12月班
2754,童詩涵,2021-11-29 09:41:16.640186,12月班
2755,劉雅雯,2021-11-25 05:31:26.366127,12月班
2756,劉怡伶,2021-11-29 10:29:02.335312,12月班
2757,鄭宇軒,2021-11-24 01:18:05.748561,12月班
2758,陳佳慧,2021-11-28 09:47:37.853849,12月班
2759,金志豪,2021-11-29 22:39:54.513113,12月班
2760,高雅文,2021-11-28 16:56:41.986742,12月班
2761,孫懿,2021-11-28 18:19:25.504263,12月班
2762,王雅文,2021-11-28 09:39:14.463228,12月班
2763,李慧君,2021-11-27 12:13:15.572187,12月班
2764,吳懿,2021-11-27 21:48:03.944001,12月班
2765,丁彥廷,2021-11-29 21:59:14.786612,12月班
2766,袁佩君,2021-11-23 11:52:16.622867,12月班
2767,高思穎,2021-11-23 18:20:57.671333,12月班
2768,田佳慧,2021-11-24 20:36:50.107002,12月班
2769,劉佳慧,2021-11-30 06:08:29.715352,12月班
2770,楊郁雯,2021-11-29 01:20:09.012792,12月班
2771,葉俊賢,2021-11-30 02:14:41.516805,12月班
2772,郭婉婷,2021-11-23 20:50:23.221382,12月班
2773,王傑克,2021-11-22 06:30:16.512730,12月班
2774,董宇軒,2021-11-29 12:45:23.666698,12月班
2775,許淑慧,2021-11-22 21:16:31.359868,12月班
2776,莫怡伶,2021-11-29 14:13:09.914854,12月班
2777,張佩君,2021-11-21 19:28:32.131687,12月班
2778,王彥廷,2021-11-30 02:47:56.580497,12月班
2779,朱志宏,2021-11-30 00:10:56.704447,12月班
2780,管傑克,2021-11-30 09:43:12.145180,12月班
2781,楊婷婷,2021-11-26 02:55:29.829375,12月班
2782,鄭冠宇,2021-11-28 14:54:29.631027,12月班
2783,金佩君,2021-11-28 17:12:10.285123,12月班
2784,黃冠廷,2021-11-24 15:38:32.199379,12月班
2785,王雅涵,2021-11-24 04:13:48.900635,12月班
2786,蕭雅涵,2021-11-24 17:26:17.760839,12月班
2787,劉惠雯,2021-11-21 00:13:19.005790,12月班
2788,翟雅涵,2021-11-26 02:13:36.958904,12月班
2789,羅依婷,2021-11-29 02:54:11.384277,12月班
2790,崔宗翰,2021-11-29 09:01:38.542957,12月班
2791,袁庭瑋,2021-11-24 12:40:24.979883,12月班
